2026-05-13T14:24:09,NORMAL,5,0.259,0.0,1.28,-1.14,4.37
2026-05-13T14:24:10,DROWSY,21,0.227,0.089,0.6,-1.58,2.81
2026-05-13T14:24:11,DANGER,40,0.205,0.325,1.12,-2.1,2.8
2026-05-13T14:24:14,NORMAL,5,0.264,0.017,-0.26,3.38,-6.1
2026-05-13T14:24:16,DROWSY,21,0.22,0.107,1.16,2.35,-5.87
2026-05-13T14:24:16,NORMAL,5,0.267,0.114,0.13,2.16,-5.89
2026-05-13T14:24:18,DROWSY,21,0.213,0.662,-0.1,-6.74,-7.0
2026-05-13T14:24:18,DANGER,40,0.18,0.682,-0.46,-7.46,-6.46
2026-05-13T14:24:20,NORMAL,5,0.254,0.301,1.45,-0.61,2.97
2026-05-13T14:24:20,DROWSY,21,0.221,0.162,1.28,0.85,6.58
2026-05-13T14:24:21,NORMAL,5,0.275,0.119,2.12,2.55,5.29
2026-05-13T14:24:21,DROWSY,21,0.236,0.092,1.76,3.63,5.52
2026-05-13T14:24:21,NORMAL,5,0.257,0.006,2.7,5.62,5.51
2026-05-13T14:24:24,DROWSY,21,0.226,0.022,-0.96,3.41,-5.93
2026-05-13T14:24:24,NORMAL,5,0.271,0.018,-0.54,2.16,-4.88
2026-05-13T14:24:25,DROWSY,32,0.229,0.016,-1.4,25.47,-1.72
2026-05-13T14:24:25,NORMAL,9,0.235,0.007,-0.41,22.34,1.36
2026-05-13T14:24:31,DROWSY,21,0.199,0.045,-0.61,5.62,-2.01
2026-05-13T14:24:31,NORMAL,5,0.26,0.017,4.41,8.75,-2.4
2026-05-13T14:24:33,DROWSY,21,0.229,0.103,-1.46,10.55,-16.01
2026-05-13T14:24:34,NORMAL,15,0.252,0.019,-3.37,4.92,-15.99
2026-05-13T14:24:35,DROWSY,21,0.187,0.095,-3.43,0.84,-11.14
2026-05-13T14:24:35,NORMAL,5,0.265,0.073,-0.11,2.05,4.43
2026-05-13T14:24:39,DROWSY,21,0.237,0.013,2.29,-0.17,8.08
2026-05-13T14:24:39,NORMAL,5,0.256,0.007,2.57,1.54,4.67
2026-05-13T14:24:41,DROWSY,21,0.227,0.006,-1.94,0.6,0.34
2026-05-13T14:24:41,DANGER,40,0.19,0.033,-1.39,-3.88,2.78
2026-05-13T14:24:42,NORMAL,5,0.259,0.206,-1.67,1.81,4.02
2026-05-13T14:24:45,DROWSY,21,0.203,0.014,-1.45,-1.02,-2.37
2026-05-13T14:24:46,DANGER,40,0.207,0.006,-0.87,0.0,-2.8
2026-05-13T14:24:47,NORMAL,5,0.253,0.05,0.17,3.0,0.86
2026-05-13T14:24:47,DROWSY,21,0.214,0.03,0.09,3.62,1.84
2026-05-13T14:24:48,DANGER,40,0.187,0.005,0.13,3.35,0.63
2026-05-13T14:24:48,NORMAL,5,0.255,0.006,0.31,3.2,0.65
2026-05-13T14:24:49,DROWSY,21,0.247,0.0,0.59,2.41,1.09
2026-05-13T14:24:49,NORMAL,5,0.251,0.006,0.76,2.52,0.66
2026-05-13T14:24:51,DROWSY,21,0.211,0.007,0.11,2.11,-0.36
2026-05-13T14:24:51,NORMAL,5,0.265,0.007,0.96,2.78,-0.65
2026-05-13T14:25:00,DROWSY,21,0.119,0.006,0.59,0.95,-5.18
2026-05-13T14:25:01,DANGER,40,0.135,0.006,-2.97,-6.33,-6.91
2026-05-13T14:25:03,NORMAL,5,0.258,0.015,-1.77,0.94,-12.0
2026-05-13T14:25:08,DROWSY,21,0.225,0.021,0.1,3.68,-8.87
2026-05-13T14:25:08,NORMAL,5,0.257,0.019,-0.45,4.16,-8.96
2026-05-13T14:25:11,DROWSY,21,0.149,0.007,0.53,0.93,-3.53
2026-05-13T14:25:11,DANGER,40,0.213,0.02,0.53,-3.74,2.56
2026-05-13T14:25:12,NORMAL,5,0.255,0.02,1.15,-1.45,7.73
2026-05-13T14:25:12,DROWSY,21,0.219,0.019,1.55,1.52,6.58
2026-05-13T14:25:13,DANGER,40,0.213,0.007,2.93,1.01,6.66
2026-05-13T14:25:14,NORMAL,5,0.253,0.014,2.09,2.24,5.62
2026-05-13T14:25:17,DROWSY,21,0.225,0.103,0.71,1.01,2.96
2026-05-13T14:25:17,DANGER,40,0.234,0.514,0.33,-4.53,7.27
2026-05-13T14:25:20,NORMAL,5,0.259,0.006,1.62,3.85,5.69
2026-05-13T14:25:22,DROWSY,21,0.242,0.131,1.18,0.73,-2.82
2026-05-13T14:25:22,NORMAL,5,0.267,0.29,-0.08,-0.86,-2.79
2026-05-13T14:25:25,DROWSY,21,0.213,0.291,0.39,1.2,1.43
2026-05-13T14:25:25,NORMAL,5,0.254,0.271,0.22,3.1,1.89
2026-05-13T14:25:25,DROWSY,21,0.242,0.008,-0.33,1.27,4.0
2026-05-13T14:25:26,NORMAL,5,0.257,0.0,-0.23,1.43,4.12
2026-05-13T14:25:26,DROWSY,21,0.243,0.0,0.1,2.94,4.56
2026-05-13T14:25:27,NORMAL,5,0.266,0.0,0.0,3.82,3.57
2026-05-13T14:25:29,DROWSY,21,0.233,0.227,-0.01,-0.3,4.3
2026-05-13T14:25:29,NORMAL,5,0.261,0.265,-0.24,-0.74,4.44
2026-05-13T14:25:30,DROWSY,21,0.174,0.495,-0.2,-4.98,5.61
2026-05-13T14:25:30,DANGER,43,0.155,0.553,-0.6,-9.38,6.18
2026-05-13T14:25:32,NORMAL,5,0.258,0.157,-1.91,-2.56,10.63
2026-05-13T14:25:33,DROWSY,21,0.209,0.015,1.79,0.64,3.91
2026-05-13T14:25:34,DANGER,40,0.204,0.081,1.88,0.47,1.58
2026-05-13T14:25:36,NORMAL,5,0.255,0.023,1.87,1.44,-0.36
2026-05-13T14:25:38,DROWSY,21,0.19,0.023,1.31,0.93,-2.14
2026-05-13T14:25:38,NORMAL,5,0.26,0.007,0.6,3.56,-9.82
2026-05-13T14:25:39,DROWSY,21,0.227,0.022,0.99,0.26,-6.7
2026-05-13T14:25:40,NORMAL,5,0.256,0.051,-0.8,5.47,-11.89
2026-05-13T14:25:42,DROWSY,21,0.229,0.0,1.99,-0.36,-2.43
2026-05-13T14:25:43,NORMAL,5,0.284,0.029,3.54,1.64,4.5
2026-05-13T14:25:46,DROWSY,21,0.24,0.045,1.22,-2.87,1.4
2026-05-13T14:25:46,NORMAL,5,0.255,0.014,0.91,-2.33,0.97
2026-05-13T14:25:47,DROWSY,21,0.23,0.029,0.58,-1.24,0.72
2026-05-13T14:25:47,NORMAL,5,0.262,0.007,0.12,-1.47,0.82
2026-05-13T14:25:55,DROWSY,21,0.12,0.013,-1.32,2.08,0.1
2026-05-13T14:25:55,DANGER,40,0.173,0.013,-0.85,-0.56,-0.09
2026-05-13T14:25:56,NORMAL,5,0.254,0.024,0.28,2.42,0.31
2026-05-13T14:25:57,DROWSY,21,0.214,0.0,-0.21,0.93,0.07
2026-05-13T14:25:57,DANGER,40,0.164,0.014,-0.38,2.08,-0.51
2026-05-13T14:25:58,NORMAL,5,0.262,0.0,-1.01,1.83,0.25
2026-05-13T14:26:04,DROWSY,21,0.197,0.134,-1.1,12.68,1.32
2026-05-13T14:26:05,DANGER,40,0.183,0.05,-2.03,12.18,1.73
2026-05-13T14:26:05,NORMAL,5,0.266,0.07,0.51,13.39,3.08
2026-05-13T14:26:06,DROWSY,21,0.202,0.015,-2.05,13.22,1.4
2026-05-13T14:26:06,DANGER,40,0.23,0.011,-0.97,14.28,0.59
2026-05-13T14:26:08,NORMAL,5,0.257,0.143,-1.66,11.55,4.56
2026-05-13T14:26:09,DROWSY,21,0.235,0.212,0.34,3.41,5.37
2026-05-13T14:26:09,DANGER,40,0.128,0.214,-1.79,-7.32,2.8
2026-05-13T14:26:11,NORMAL,5,0.265,0.166,0.69,2.57,-2.91
2026-05-13T14:26:12,DROWSY,21,0.211,0.096,0.6,3.34,-1.54
2026-05-13T14:26:13,DANGER,40,0.229,0.166,0.56,1.58,-0.67
2026-05-13T14:26:13,NORMAL,5,0.253,0.09,-0.3,1.32,-0.62
2026-05-13T14:26:15,DROWSY,21,0.233,0.084,2.48,3.49,-1.08
2026-05-13T14:26:16,NORMAL,5,0.258,0.114,1.79,2.77,-1.18
2026-05-13T14:26:22,DROWSY,21,0.235,0.113,0.72,1.35,1.09
2026-05-13T14:26:22,NORMAL,5,0.259,0.099,0.1,0.34,1.31
2026-05-13T14:26:32,DROWSY,21,0.201,0.032,1.61,7.17,-0.65
2026-05-13T14:26:33,DANGER,40,0.218,0.013,2.07,8.98,0.06
2026-05-13T14:26:33,NORMAL,5,0.252,0.015,1.32,8.82,-0.6
2026-05-13T14:26:34,DROWSY,21,0.163,0.011,1.79,8.44,-1.15
2026-05-13T14:26:35,DANGER,40,0.185,0.02,1.75,6.32,0.64
2026-05-13T14:26:38,NORMAL,5,0.269,0.007,0.16,1.35,4.7
2026-05-13T14:26:45,DROWSY,21,0.247,0.043,1.27,0.05,0.4
2026-05-13T14:26:46,NORMAL,5,0.252,0.051,1.13,14.99,0.08
2026-05-13T14:26:59,DROWSY,21,0.23,0.012,10.77,18.18,2.8
2026-05-13T14:27:00,NORMAL,5,0.261,0.013,2.23,21.98,1.66
2026-05-13T14:27:01,DROWSY,21,0.182,0.006,-0.55,-19.79,0.73
2026-05-13T14:27:02,NORMAL,5,0.288,0.029,0.8,21.0,-0.05
2026-05-13T14:27:04,DROWSY,21,0.212,0.022,0.89,-3.06,-0.09
2026-05-13T14:27:05,NORMAL,5,0.261,0.047,-1.57,-0.68,1.1
2026-05-13T14:27:05,DROWSY,30,0.28,0.109,1.83,16.51,-1.29
2026-05-13T14:27:05,NORMAL,5,0.296,0.036,2.55,17.59,-0.27
2026-05-13T14:27:12,DROWSY,21,0.214,0.014,1.45,0.1,1.03
2026-05-13T14:27:12,NORMAL,5,0.264,0.013,1.54,-0.56,1.01
2026-05-13T14:27:14,DROWSY,23,0.203,0.653,1.08,-4.29,1.11
2026-05-13T14:27:14,DANGER,40,0.204,0.591,0.95,-3.45,0.93
2026-05-13T14:27:14,DROWSY,39,0.229,0.339,1.48,-1.0,1.04
2026-05-13T14:27:14,DANGER,40,0.218,0.201,1.5,-0.58,1.52
2026-05-13T14:27:15,NORMAL,5,0.251,0.013,2.18,1.76,0.66
2026-05-13T14:27:27,DROWSY,21,0.23,0.009,-0.08,-1.4,4.13
2026-05-13T14:27:28,DANGER,40,0.238,0.02,-0.11,-0.67,2.66
2026-05-13T14:27:28,NORMAL,5,0.261,0.02,-0.02,-0.5,2.49
2026-05-13T14:27:57,DROWSY,21,0.146,0.024,3.78,4.26,-8.6
2026-05-13T14:27:57,NORMAL,5,0.277,0.0,4.28,5.91,-8.94
2026-05-13T14:28:06,DROWSY,21,0.2,0.014,0.87,-0.74,-13.52
2026-05-13T14:28:07,NORMAL,5,0.287,0.006,-0.5,7.14,-14.33
2026-05-13T14:28:09,DROWSY,21,0.231,0.125,-1.08,7.36,-11.46
2026-05-13T14:28:09,NORMAL,5,0.268,0.133,-1.29,8.1,-11.89
2026-05-13T14:28:12,DROWSY,21,0.226,0.086,-0.77,7.63,-11.47
2026-05-13T14:28:12,NORMAL,5,0.287,0.066,-0.49,7.36,-11.54
2026-05-13T14:28:52,DROWSY,21,0.24,0.079,-0.38,10.54,-11.53
2026-05-13T14:28:52,NORMAL,5,0.251,0.112,-0.57,9.61,-11.89
2026-05-13T14:29:06,DROWSY,21,0.249,0.036,1.05,2.95,-0.04
2026-05-13T14:29:06,NORMAL,5,0.256,0.016,0.04,0.03,4.63
2026-05-13T14:29:08,DROWSY,21,0.245,0.019,1.74,3.22,7.14
2026-05-13T14:29:08,NORMAL,5,0.251,0.013,1.74,3.26,7.49
2026-05-13T14:29:10,DROWSY,21,0.123,0.0,1.14,4.5,7.41
2026-05-13T14:29:10,NORMAL,5,0.26,0.012,0.46,4.69,7.41
2026-05-13T14:29:12,DROWSY,21,0.238,0.014,0.83,10.89,5.51
2026-05-13T14:29:13,DANGER,40,0.223,0.02,0.45,15.84,6.29
2026-05-13T14:29:13,NORMAL,5,0.267,0.012,0.62,13.09,7.06
2026-05-13T14:40:25,DROWSY,22.0,0.278,0.02,32.93,4.03,16.74
2026-05-13T14:40:25,NORMAL,12.0,0.296,0.025,36.3,3.39,11.84
2026-05-13T14:40:28,DROWSY,27.0,0.204,0.078,15.5,1.38,-0.1
2026-05-13T14:40:29,NORMAL,0.0,0.25,0.012,14.59,3.31,-1.1
2026-05-13T14:40:29,DROWSY,22.0,0.231,0.017,19.83,5.12,0.05
2026-05-13T14:40:29,NORMAL,12.0,0.283,0.0,15.68,5.28,-0.17
2026-05-13T14:40:35,DROWSY,20.0,0.233,0.048,4.95,-0.58,-6.14
2026-05-13T14:40:35,NORMAL,0.0,0.263,0.08,2.22,1.1,-3.11
2026-05-13T14:40:41,DROWSY,20.0,0.228,0.053,1.56,2.53,-2.01
2026-05-13T14:40:42,NORMAL,0.0,0.25,0.024,4.14,3.84,-0.73
2026-05-13T14:40:45,DROWSY,20.0,0.189,0.033,-2.72,1.48,1.46
2026-05-13T14:40:46,NORMAL,0.0,0.252,0.027,3.93,2.22,-0.83
2026-05-13T14:40:46,DROWSY,20.0,0.201,0.02,5.62,2.94,-0.3
2026-05-13T14:40:46,NORMAL,0.0,0.257,0.013,2.33,1.71,-0.1
2026-05-13T14:40:48,DROWSY,20.5,0.228,0.043,5.74,1.63,-0.53
2026-05-13T14:40:48,NORMAL,8.0,0.255,0.02,5.73,3.12,0.3
2026-05-13T14:40:48,DROWSY,20.5,0.234,0.009,5.23,2.71,-1.47
2026-05-13T14:40:49,NORMAL,8.0,0.254,0.007,8.74,0.85,-10.44
2026-05-13T14:40:49,DROWSY,20.5,0.232,0.0,1.75,11.61,-18.69
2026-05-13T14:40:49,NORMAL,18.0,0.273,0.033,2.75,12.58,-20.23
2026-05-13T14:40:49,DROWSY,20.5,0.243,0.0,-0.07,9.51,-18.66
2026-05-13T14:40:49,NORMAL,18.0,0.251,0.006,-0.64,10.18,-18.59
2026-05-13T14:40:49,DROWSY,20.5,0.24,0.0,5.21,7.86,-18.86
2026-05-13T14:40:49,NORMAL,18.0,0.25,0.028,3.81,8.96,-17.36
2026-05-13T14:40:49,DROWSY,20.5,0.237,0.084,0.64,6.85,-17.75
2026-05-13T14:40:50,NORMAL,18.0,0.251,0.03,4.15,7.31,-16.04
2026-05-13T14:40:50,DROWSY,20.5,0.236,0.077,3.93,3.53,-16.33
2026-05-13T14:40:50,NORMAL,13.0,0.232,0.036,5.95,5.5,-14.42
2026-05-13T14:40:50,DROWSY,20.5,0.194,0.023,4.42,1.46,-9.68
2026-05-13T14:40:51,NORMAL,8.0,0.27,0.013,9.71,-0.18,-5.22
2026-05-13T14:40:51,DROWSY,20.5,0.229,0.041,11.26,-0.64,-1.71
2026-05-13T14:40:51,NORMAL,8.0,0.254,0.014,10.23,2.54,1.42
2026-05-13T14:40:51,DROWSY,25.0,0.229,0.023,25.26,8.57,9.45
2026-05-13T14:40:51,DANGER,40.0,0.219,0.006,19.27,12.78,15.72
2026-05-13T14:40:51,NORMAL,18.0,0.252,0.023,6.16,15.63,15.01
2026-05-13T14:40:52,DROWSY,25.0,0.229,0.019,26.7,12.05,12.07
2026-05-13T14:40:52,NORMAL,10.5,0.245,0.07,13.56,12.3,14.0
2026-05-13T14:40:52,DROWSY,20.0,0.267,0.011,17.32,7.12,12.58
2026-05-13T14:40:52,NORMAL,8.0,0.253,0.015,8.04,8.81,10.98
2026-05-13T14:40:56,DROWSY,20.5,0.237,0.007,3.03,29.94,1.27
2026-05-13T14:40:56,DANGER,40.5,0.244,0.0,11.03,20.93,6.23
2026-05-13T14:40:56,NORMAL,8.0,0.266,0.007,12.11,25.42,3.16
2026-05-13T14:40:57,DROWSY,20.5,0.19,0.039,8.84,2.52,-5.18
2026-05-13T14:40:58,DANGER,40.5,0.227,0.075,6.93,1.02,-9.41
2026-05-13T14:41:00,NORMAL,8.0,0.254,0.017,-0.79,0.87,2.97
2026-05-13T14:41:00,DROWSY,20.5,0.223,0.024,1.7,3.3,2.51
2026-05-13T14:41:01,NORMAL,8.0,0.255,0.022,4.36,2.56,1.87
2026-05-13T14:41:01,DROWSY,20.5,0.246,0.009,4.22,4.58,2.38
2026-05-13T14:41:01,NORMAL,8.0,0.27,0.052,5.18,2.7,2.77
2026-05-13T14:41:01,DROWSY,20.5,0.228,0.006,2.03,3.03,2.81
2026-05-13T14:41:01,NORMAL,8.0,0.259,0.0,-0.28,1.42,2.16
2026-05-13T14:41:02,DROWSY,20.5,0.213,0.013,2.57,0.44,1.47
2026-05-13T14:41:02,DANGER,40.5,0.246,0.039,1.75,-7.35,1.9
2026-05-13T14:41:05,NORMAL,8.0,0.269,0.03,4.98,4.71,1.1
2026-05-13T14:41:06,DROWSY,20.5,0.24,0.029,4.44,4.27,1.81
2026-05-13T14:41:06,NORMAL,8.0,0.253,0.047,7.12,4.15,2.47
2026-05-13T14:41:06,DROWSY,20.5,0.246,0.085,3.25,4.36,1.5
2026-05-13T14:41:06,NORMAL,8.0,0.265,0.014,6.31,3.27,1.63
2026-05-13T14:41:07,DROWSY,20.5,0.233,0.017,6.27,4.09,1.2
2026-05-13T14:41:07,NORMAL,8.0,0.256,0.02,7.18,3.65,1.32
2026-05-13T14:41:07,DROWSY,20.5,0.24,0.026,7.18,3.1,0.32
2026-05-13T14:41:07,NORMAL,8.0,0.264,0.021,6.18,3.57,1.06
2026-05-13T14:41:08,DROWSY,20.5,0.245,0.017,6.87,1.97,1.86
2026-05-13T14:41:08,NORMAL,8.0,0.252,0.027,6.42,3.91,1.46
2026-05-13T14:41:08,DROWSY,20.5,0.209,0.021,7.77,1.34,2.02
2026-05-13T14:41:08,NORMAL,8.0,0.261,0.014,8.46,2.81,0.57
2026-05-13T14:41:09,DROWSY,20.5,0.248,0.007,6.27,0.51,2.29
2026-05-13T14:41:09,DANGER,40.5,0.24,0.007,7.62,2.96,1.41
2026-05-13T14:41:09,NORMAL,8.0,0.261,0.027,5.37,3.16,1.18
2026-05-13T14:41:09,DROWSY,20.5,0.173,0.036,7.94,1.03,0.8
2026-05-13T14:41:10,DANGER,40.5,0.236,0.007,5.83,3.29,1.48
2026-05-13T14:41:10,NORMAL,8.0,0.25,0.02,6.88,2.6,2.31
2026-05-13T14:41:10,DROWSY,20.5,0.246,0.014,8.11,2.42,1.68
2026-05-13T14:41:11,DANGER,40.5,0.222,0.028,8.81,2.76,0.58
2026-05-13T14:41:11,NORMAL,8.0,0.261,0.021,2.91,5.48,1.65
2026-05-13T14:41:12,DROWSY,20.5,0.25,0.016,8.73,4.43,2.41
2026-05-13T14:41:12,NORMAL,8.0,0.264,0.03,3.94,4.56,2.27
2026-05-13T14:41:14,DROWSY,20.5,0.244,0.03,7.07,5.79,3.35
2026-05-13T14:41:14,NORMAL,8.0,0.251,0.006,5.86,4.89,0.98
2026-05-13T14:41:14,DROWSY,20.5,0.234,0.034,5.51,5.76,3.01
2026-05-13T14:41:14,NORMAL,8.0,0.254,0.013,2.33,5.29,1.32
2026-05-13T14:41:15,DROWSY,20.5,0.237,0.009,4.45,7.34,1.81
2026-05-13T14:41:16,NORMAL,8.0,0.25,0.009,1.04,3.5,2.49
2026-05-13T14:41:16,DROWSY,20.5,0.247,0.024,3.56,7.18,1.84
2026-05-13T14:41:16,NORMAL,8.0,0.263,0.036,2.48,5.01,0.73
2026-05-13T14:41:16,DROWSY,20.5,0.235,0.013,4.56,4.33,2.76
2026-05-13T14:41:17,NORMAL,8.0,0.277,0.02,4.01,3.48,1.7
2026-05-13T14:41:22,DROWSY,20.5,0.201,0.021,4.26,4.35,1.07
2026-05-13T14:41:23,DANGER,40.5,0.228,0.014,4.0,3.83,0.92
2026-05-13T14:41:23,NORMAL,8.0,0.256,0.029,4.58,3.61,0.7
2026-05-13T14:41:23,DROWSY,20.5,0.233,0.012,4.39,5.61,1.41
2026-05-13T14:41:23,NORMAL,8.0,0.251,0.006,0.9,4.08,3.49
2026-05-13T14:41:25,DROWSY,20.5,0.246,0.022,1.73,4.54,3.39
2026-05-13T14:41:25,NORMAL,8.0,0.253,0.097,5.38,5.23,1.61
2026-05-13T14:41:25,DROWSY,20.5,0.142,0.021,1.23,5.32,1.5
2026-05-13T14:41:25,DANGER,40.5,0.183,0.016,6.13,3.96,0.77
2026-05-13T14:41:26,NORMAL,8.0,0.256,0.022,3.99,6.2,2.59
2026-05-13T14:41:28,DROWSY,20.5,0.23,0.023,2.12,4.69,1.86
2026-05-13T14:41:28,NORMAL,8.0,0.252,0.007,6.45,5.02,1.18
2026-05-13T14:41:29,DROWSY,20.5,0.191,0.016,3.77,4.09,1.32
2026-05-13T14:41:29,NORMAL,8.0,0.253,0.007,2.59,4.8,1.56
2026-05-13T14:41:29,DROWSY,20.5,0.232,0.025,5.26,3.86,2.7
2026-05-13T14:41:29,NORMAL,8.0,0.253,0.024,4.76,4.44,1.5
2026-05-13T14:41:30,DROWSY,20.5,0.242,0.074,4.16,4.59,2.79
2026-05-13T14:41:30,NORMAL,8.0,0.257,0.027,2.93,3.71,2.28
2026-05-13T14:41:31,DROWSY,20.5,0.24,0.016,7.62,4.06,2.36
2026-05-13T14:41:32,DANGER,40.5,0.209,0.023,7.45,5.0,1.75
2026-05-13T14:41:33,NORMAL,8.0,0.258,0.053,4.89,4.17,1.96
2026-05-13T14:41:33,DROWSY,20.5,0.24,0.022,2.39,5.27,1.63
2026-05-13T14:41:33,NORMAL,8.0,0.265,0.098,4.8,4.7,1.18
2026-05-13T14:41:35,DROWSY,20.5,0.243,0.0,-8.82,4.11,2.4
2026-05-13T14:41:35,NORMAL,8.0,0.259,0.013,-8.37,1.49,1.81
2026-05-13T14:41:35,DROWSY,20.5,0.205,0.013,-9.0,0.6,3.47
2026-05-13T14:41:35,NORMAL,8.0,0.27,0.073,-9.58,1.68,2.56
2026-05-13T14:41:36,DROWSY,30.0,0.218,0.015,-19.11,0.27,4.01
2026-05-13T14:41:37,NORMAL,8.0,0.263,0.007,-5.09,2.91,1.86
2026-05-13T14:41:37,DROWSY,27.5,0.245,0.028,-15.16,4.41,2.61
2026-05-13T14:41:40,NORMAL,13.0,0.243,0.022,-13.41,0.74,4.35
2026-05-13T14:41:40,DROWSY,20.0,0.254,0.021,-15.93,1.53,1.24
2026-05-13T14:41:40,NORMAL,8.0,0.251,0.007,-4.27,3.94,2.31
2026-05-13T14:41:41,DROWSY,20.0,0.268,0.098,16.88,1.91,0.74
2026-05-13T14:41:43,NORMAL,8.0,0.254,0.029,14.01,3.07,-0.45
2026-05-13T14:41:45,DROWSY,20.5,0.221,0.105,3.47,5.04,-18.6
2026-05-13T14:41:45,NORMAL,18.0,0.272,0.029,5.32,7.1,-20.24
2026-05-13T14:41:45,DROWSY,20.5,0.249,0.037,3.12,2.02,-18.31
2026-05-13T14:41:45,NORMAL,18.0,0.27,0.013,-0.17,2.69,-17.26
2026-05-13T14:41:45,DROWSY,20.5,0.238,0.022,-0.35,2.57,-16.05
2026-05-13T14:41:46,NORMAL,18.0,0.257,0.028,2.29,4.54,-16.86
2026-05-13T14:41:46,DROWSY,20.5,0.245,0.132,3.53,4.39,-16.38
2026-05-13T14:41:46,DANGER,43.0,0.23,0.129,5.51,2.85,-15.25
2026-05-13T14:41:46,DROWSY,35.5,0.236,0.035,3.45,2.43,-14.92
2026-05-13T14:41:46,DANGER,50.5,0.244,0.032,3.48,2.01,-15.53
2026-05-13T14:41:47,NORMAL,18.0,0.274,0.024,4.13,4.51,-16.99
2026-05-13T14:41:47,DROWSY,20.5,0.245,0.006,2.41,3.27,-16.81
2026-05-13T14:41:47,NORMAL,18.0,0.271,0.084,3.32,0.98,-15.94
2026-05-13T14:41:47,DROWSY,23.0,0.206,0.094,5.12,2.04,-15.1
2026-05-13T14:41:47,NORMAL,8.0,0.261,0.013,5.41,3.59,-12.42
2026-05-13T14:41:47,DROWSY,20.5,0.241,0.033,3.72,0.4,-7.77
2026-05-13T14:41:48,DANGER,40.5,0.239,0.007,4.64,1.27,-0.21
2026-05-13T14:41:48,NORMAL,8.0,0.262,0.022,5.45,2.7,1.15
2026-05-13T14:41:49,DROWSY,22.5,0.238,0.03,17.82,4.73,-1.05
2026-05-13T14:41:50,DANGER,40.0,0.244,0.024,15.02,4.09,-0.92
2026-05-13T14:41:50,DROWSY,20.0,0.256,0.053,18.69,5.27,-0.68
2026-05-13T14:41:50,NORMAL,15.5,0.24,0.013,13.2,5.89,0.64
2026-05-13T14:41:53,DROWSY,20.5,0.21,0.034,8.4,3.11,2.79
2026-05-13T14:41:54,NORMAL,8.0,0.255,0.035,7.73,5.08,1.5
2026-05-13T14:41:54,DROWSY,22.5,0.237,0.007,16.52,8.02,1.45
2026-05-13T14:41:54,NORMAL,13.0,0.225,0.014,13.31,9.91,1.54
2026-05-13T14:41:54,DROWSY,30.0,0.246,0.025,15.14,13.59,2.17
2026-05-13T14:41:54,NORMAL,8.0,0.254,0.007,12.44,13.53,1.14
